zip_code,city,state,latitude,longitude
1047,são paulo,SP,-23.54632079910855,-46.641511738696636
1048,sao paulo,SP,-23.547124531931093,-46.639865534224526
1048,são paulo,SP,-23.547024712735897,-46.63963973213689
1049,sao paulo,SP,-23.54697218305443,-46.63909457458159
1049,são paulo,SP,-23.547792310577627,-46.6405883119626
1050,sao paulo,SP,-23.549221520121435,-46.64297687683323
1050,são paulo,SP,-23.54927349564314,-46.64333970931771
1101,sao paulo,SP,-23.528286860378213,-46.631957535031056
1102,sao paulo,SP,-23.52600894227069,-46.630412790174525
1102,são paulo,SP,-23.5243213060559,-46.62992946787799
1103,sao paulo,SP,-23.535367683034533,-46.63039915235379
1103,são paulo,SP,-23.536375313210513,-46.62931536265075
1104,sao paulo,SP,-23.534993639220406,-46.62919469978216
1104,são paulo,SP,-23.534796638424044,-46.630979231230874
1105,sao paulo,SP,-23.534077648112202,-46.62900014676205
1105,são paulo,SP,-23.534322653067107,-46.63016314793123
1106,sao paulo,SP,-23.53025656335878,-46.628152741603664
1106,são paulo,SP,-23.53005972814357,-46.62852959020283
1107,sao paulo,SP,-23.525891660117303,-46.63002075124757
1107,são paulo,SP,-23.526637341390767,-46.62838346781588
1108,sao paulo,SP,-23.527232171325494,-46.63035441819986
1109,sao paulo,SP,-23.524586617933252,-46.62697410302235
1109,são paulo,SP,-23.524816307859624,-46.62774894505161
1120,sao paulo,SP,-23.529910760592855,-46.639652644339975
1120,são paulo,SP,-23.531295490974273,-46.6388758646171
1121,sao paulo,SP,-23.527959821860087,-46.63534817687972
1121,são paulo,SP,-23.527292154687697,-46.63469417277395
1122,sao paulo,SP,-23.531152067735405,-46.638284408608605
1122,são paulo,SP,-23.531037043466853,-46.63850093110852
1123,sao paulo,SP,-23.529094751899855,-46.63668480689821
1123,são paulo,SP,-23.52962317560982,-46.63590938492039
1124,sao paulo,SP,-23.52823798419469,-46.632954805673016
1124,são paulo,SP,-23.528172657755796,-46.633503127826174
1125,sao paulo,SP,-23.52718580306412,-46.64025560748439
1125,são paulo,SP,-23.527904328616753,-46.63961661965489
1126,sao paulo,SP,-23.527151095278473,-46.63926133408196
1126,são paulo,SP,-23.52619290794814,-46.63803113164829
1127,sao paulo,SP,-23.525673342379342,-46.641719189591186
1127,são paulo,SP,-23.524389748961266,-46.64089451582603
1128,sao paulo,SP,-23.523790444805044,-46.64256298603702
1128,são paulo,SP,-23.52376264869583,-46.63991307490333
1129,sao paulo,SP,-23.52417391276454,-46.64509445429176
1129,são paulo,SP,-23.523561276263766,-46.644987383482885
1130,sao paulo,SP,-23.52497812495671,-46.644915096994694
1130,são paulo,SP,-23.523455982697612,-46.64506828434991
1131,sao paulo,SP,-23.522366124543318,-46.64241219057638
1131,são paulo,SP,-23.522436459036488,-46.64600641732499
1132,sao paulo,SP,-23.5215613842807,-46.64875549073479
1132,são paulo,SP,-23.521432354422426,-46.648657946229726
1133,sao paulo,SP,-23.521615571652532,-46.652213018321866
1133,são paulo,SP,-23.519232991767165,-46.65443160061168
1134,sao paulo,SP,-23.518920858578372,-46.65265043861709
1134,são paulo,SP,-23.51867680707737,-46.6531159131789
1135,sao paulo,SP,-23.526508585686685,-46.650728700707866
1135,são paulo,SP,-23.525220799430123,-46.65170555508975
1136,sao paulo,SP,-23.523967293931833,-46.661255845160824
1136,são paulo,SP,-23.524073836431192,-46.66177430248725
1137,sao paulo,SP,-23.52301558402509,-46.652741354269715
1137,são paulo,SP,-23.522400195138935,-46.65299589403084
1138,sao paulo,SP,-23.52243012928833,-46.65534527042747
1138,são paulo,SP,-23.522627121612132,-46.654644791909526
1139,sao paulo,SP,-23.520724806427133,-46.665634879384
1139,são paulo,SP,-23.520725584579147,-46.667216158084145
1140,sao paulo,SP,-23.520397906631967,-46.66923650425439
1140,são paulo,SP,-23.520754632910194,-46.669242349091164
1141,sao paulo,SP,-23.520321791082758,-46.66639840657111
1141,são paulo,SP,-23.520248413948682,-46.66665829358805
1142,sao paulo,SP,-23.51993430515264,-46.6251300217966
1142,são paulo,SP,-23.51993430515264,-46.6251300217966
1144,sao paulo,SP,-23.523562216510754,-46.672378585628046
1144,são paulo,SP,-23.523846601708204,-46.67362071135091
1150,sao paulo,SP,-23.53290980947263,-46.6583929171019
1150,são paulo,SP,-23.53350400368656,-46.656372018544275
1151,sao paulo,SP,-23.531705167718947,-46.65620675124886
1151,são paulo,SP,-23.53129585192965,-46.65673463912529
1152,sao paulo,SP,-23.529669526835193,-46.655599485119446
1152,são paulo,SP,-23.530609100243524,-46.65418980459528
1153,sao paulo,SP,-23.529831083233027,-46.65358914697044
1153,são paulo,SP,-23.530560600651192,-46.65329620773718
1154,sao paulo,SP,-23.53042832928282,-46.659432582001315
1154,são paulo,SP,-23.531073737085514,-46.65861131327672
1155,sao paulo,SP,-23.529018637896563,-46.66330209444958
1155,são paulo,SP,-23.529418086661796,-46.66343358861613
1156,sao paulo,SP,-23.528969311594896,-46.66633656010141
1156,são paulo,SP,-23.52871773995898,-46.66686235977345
1189,sao paulo,SP,-23.53210825506378,-46.63839470107914
1200,sao paulo,SP,-23.531567773241413,-46.64986907784642
1201,sao paulo,SP,-23.536044884086586,-46.649506486939245
1201,são paulo,SP,-23.53687924701369,-46.65023036460079
1202,sao paulo,SP,-23.533771741454593,-46.64828306418769
1202,são paulo,SP,-23.533624527669,-46.64826987408665
1203,sao paulo,SP,-23.536079773351993,-46.645213804308035
1203,são paulo,SP,-23.53452569802788,-46.64637145656127
1204,sao paulo,SP,-23.53594981554935,-46.64412435824435
1204,são paulo,SP,-23.53618228825337,-46.6439368790714
1205,sao paulo,SP,-23.535707900958734,-46.64326127268764
1205,são paulo,SP,-23.538545818973947,-46.64101628887986
1206,sao paulo,SP,-23.53520759630209,-46.64328388258128
1206,são paulo,SP,-23.537667929359756,-46.64153949801635
1207,sao paulo,SP,-23.539087982312942,-46.63871834485045
1207,são paulo,SP,-23.539359473561895,-46.638519340845406
1208,sao paulo,SP,-23.538568594810723,-46.63910327073555
1208,são paulo,SP,-23.539016611461943,-46.638512300248024
1209,sao paulo,SP,-23.540777184947515,-46.64171186145503
1209,são paulo,SP,-23.540224161622746,-46.640841612762664
1210,sao paulo,SP,-23.54007828562881,-46.642121157145
1210,são paulo,SP,-23.539688834929876,-46.64182269382971
1211,sao paulo,SP,-23.537676252554355,-46.64867571674747
1211,são paulo,SP,-23.537108085396728,-46.64960016806422
1212,sao paulo,SP,-23.53866313294417,-46.63992520232436
1212,são paulo,SP,-23.53733128655108,-46.638229029395426
1213,sao paulo,SP,-23.53650149461516,-46.64036116340707
1214,sao paulo,SP,-23.53878990107138,-46.64519625539211
1214,são paulo,SP,-23.539057248264655,-46.645370093537984
1215,sao paulo,SP,-23.536107769962516,-46.64744541255819
1215,são paulo,SP,-23.53651772588546,-46.648108474044896
1216,sao paulo,SP,-23.533217473532194,-46.64797477018647
1216,são paulo,SP,-23.532601156496536,-46.647008168569606
1217,sao paulo,SP,-23.53276691518839,-46.648902254624204
1217,são paulo,SP,-23.532132642547342,-46.648796337124395
1218,sao paulo,SP,-23.53133710637475,-46.64840031953143
1218,são paulo,SP,-23.530893852858917,-46.648018644184724
1219,sao paulo,SP,-23.54123673077766,-46.64570759466736
1219,são paulo,SP,-23.541670760016913,-46.64563266419487
1220,sao paulo,SP,-23.544536401243125,-46.64605731927645
1220,são paulo,SP,-23.544249061198,-46.64583380037795
1221,sao paulo,SP,-23.544866902852945,-46.64834045590438
1221,são paulo,SP,-23.544873015307818,-46.64788860564772
1222,sao paulo,SP,-23.54592099088557,-46.649348845778896
1222,são paulo,SP,-23.54612188486658,-46.64952393955899
1223,sao paulo,SP,-23.544083389349062,-46.64870971605951
1223,são paulo,SP,-23.54412215246698,-46.647663405003165
1224,sao paulo,SP,-23.54176215963368,-46.65232495175044
1224,são paulo,SP,-23.541883338821336,-46.65304054102246
1225,sao paulo,SP,-23.53974339029124,-46.64913390753411
1225,são paulo,SP,-23.5400489119024,-46.649169196029106
1226,sao paulo,SP,-23.53806160608036,-46.652740361166515
1226,são paulo,SP,-23.537661889915015,-46.65257663900696
1227,sao paulo,SP,-23.54602937823161,-46.65830733368318
1227,são paulo,SP,-23.547088114119013,-46.658781361949494
1228,sao paulo,SP,-23.545525781083448,-46.65771542556611
1228,são paulo,SP,-23.543214846996634,-46.656997084902265
1229,sao paulo,SP,-23.53891067300513,-46.65736268599898
1229,são paulo,SP,-23.53883262911302,-46.656746512586
1230,sao paulo,SP,-23.53635631184983,-46.657107466968355
1230,são paulo,SP,-23.53605464429797,-46.65713731220058
1231,sao paulo,SP,-23.53712050806028,-46.659271802928444
1231,são paulo,SP,-23.536195160610536,-46.659185251747914
1232,sao paulo,SP,-23.536566108655098,-46.65730111430074
1232,são paulo,SP,-23.53578472439568,-46.65800776881696
1233,sao paulo,SP,-23.5361809346638,-46.66161676180572
1233,são paulo,SP,-23.536515867935243,-46.66186414325444
1234,sao paulo,SP,-23.53923915626927,-46.66408401744724
1234,são paulo,SP,-23.54140929418386,-46.664855013346
1235,sao paulo,SP,-23.536813725739837,-46.664677954792126
1235,são paulo,SP,-23.536217032474454,-46.66460804954123
1236,sao paulo,SP,-23.543433755975446,-46.66732353670066
1236,são paulo,SP,-23.54553018818163,-46.66904927240468
1237,sao paulo,SP,-23.543502184050947,-46.66868541932453
1237,são paulo,SP,-23.54243125189645,-46.66884135118257
1238,sao paulo,SP,-23.542590665768774,-46.6542880827698
1238,são paulo,SP,-23.542458994831634,-46.65398227928736
1239,sao paulo,SP,-23.543207863382058,-46.63174377886481
1239,são paulo,SP,-23.542352154322877,-46.62654095074629
1240,sao paulo,SP,-23.54387584624472,-46.658371840973444
1240,são paulo,SP,-23.543301090232067,-46.65954951478053
1241,sao paulo,SP,-23.545451622839277,-46.65807046478445
1241,são paulo,SP,-23.545963769180933,-46.65645856287672
1242,sao paulo,SP,-23.54650017480785,-46.658573271613214
1242,são paulo,SP,-23.546561125310188,-46.657929544915085
1243,sao paulo,SP,-23.548116164695873,-46.659099555569526
1243,são paulo,SP,-23.548160327880012,-46.66008401718054
1244,sao paulo,SP,-23.563570230516653,-46.65926283797604
1244,são paulo,SP,-23.551021134561537,-46.66196451545061
1245,sao paulo,SP,-23.549270431363603,-46.663820101760074
1245,são paulo,SP,-23.550159165457032,-46.66382431559253
1246,sao paulo,SP,-23.553340515010923,-46.6663076748045
1246,são paulo,SP,-23.55573377906979,-46.6664913126551
1247,sao paulo,SP,-23.550361780840653,-46.669361848739804
1247,são paulo,SP,-23.55137485154314,-46.666773019864735
1248,sao paulo,SP,-23.548153977381016,-46.66801417529039
1248,são paulo,SP,-23.546785746321206,-46.66808295748937
1249,sao paulo,SP,-23.54836078931272,-46.6711642332679
1249,são paulo,SP,-23.548715408130885,-46.67150150701135
1250,sao paulo,SP,-23.54751570232608,-46.671987183042
1250,são paulo,SP,-23.54811880928402,-46.6719168604651
1251,sao paulo,SP,-23.548495430073874,-46.67496680994829
1251,são paulo,SP,-23.54740720705174,-46.673883765739575
1252,sao paulo,SP,-23.541722474138943,-46.67889186524887
1252,são paulo,SP,-23.54188348094659,-46.67910742512697
1253,sao paulo,SP,-23.54492912635292,-46.679164692087
1254,sao paulo,SP,-23.543154802842864,-46.68070971367184
1254,são paulo,SP,-23.54404506272721,-46.681405323824954
1255,sao paulo,SP,-23.54636365112209,-46.681534411327824
1255,são paulo,SP,-23.54641930889592,-46.681600250804905
1256,sao paulo,SP,-23.547788397584974,-46.6829486351636
1256,são paulo,SP,-23.54776568546945,-46.68278320615008
1257,sao paulo,SP,-23.543649763188565,-46.687903793082164
1257,são paulo,SP,-23.54335186772535,-46.687417166680106
1258,sao paulo,SP,-23.54392935870503,-46.68677503077388
1258,são paulo,SP,-23.544548395770306,-46.687211350534376
1259,sao paulo,SP,-23.54129891051301,-46.685557687023746
1259,são paulo,SP,-23.541904165007328,-46.68427380691323
1262,sao paulo,SP,-23.550856391462712,-46.67735184892536
1290,são paulo,SP,-23.54096134139296,-46.657748702752585
1301,sao paulo,SP,-23.549150973290704,-46.65031717712482
1301,são paulo,SP,-23.55015962290365,-46.65356373264689
1302,sao paulo,SP,-23.5490316648024,-46.64947550947036
1302,são paulo,SP,-23.548749019991366,-46.650230406266765
1303,sao paulo,SP,-23.549506021370714,-46.64837432987971
1303,são paulo,SP,-23.549503875216104,-46.64876067435397
1304,sao paulo,SP,-23.55411136934684,-46.655241512184055
1304,são paulo,SP,-23.553479622186817,-46.65479136226844
1305,sao paulo,SP,-23.552812222274166,-46.65294205672725
1305,são paulo,SP,-23.550822614980618,-46.64870249319783
1306,sao paulo,SP,-23.553854051866487,-46.649656218173966
1306,são paulo,SP,-23.553326239068426,-46.64926428875488
1307,sao bernardo do campo,SP,-23.556811599774967,-46.65713483250617
1307,sao paulo,SP,-23.552711123857026,-46.6532483039466
1307,são paulo,SP,-23.55309069546005,-46.652872981142764
1308,sao paulo,SP,-23.5559434694488,-46.65328137816438
1308,são paulo,SP,-23.55610772083352,-46.65341023467033
1309,sao paulo,SP,-23.55561376362286,-46.6584719653072
1309,são paulo,SP,-23.554883310212546,-46.65835226963607
1310,sao paulo,SP,-23.5615144871474,-46.65618295731066
1310,são paulo,SP,-23.56223756294067,-46.65533876940408
1311,sao paulo,SP,-23.564413400275978,-46.65289021405295
1311,são paulo,SP,-23.56506883314658,-46.652189157010575
1312,sao paulo,SP,-23.555077256879738,-46.64987881410689
1312,são paulo,SP,-23.55295187488223,-46.647899592902085
1313,sao paulo,SP,-23.556155300826155,-46.65060279835699
1313,são paulo,SP,-23.55564298122984,-46.65026213666406
1314,sao paulo,SP,-23.552606518163618,-46.64523603488661
1314,são paulo,SP,-23.55288405035556,-46.64497925938534
1315,sao paulo,SP,-23.55422984996472,-46.64035023211211
1315,são paulo,SP,-23.553276327328334,-46.64061521110432
1316,sao paulo,SP,-23.552905653639076,-46.639420917478866
1316,são paulo,SP,-23.553217201419685,-46.639496295814325
1317,sao paulo,SP,-23.556376771092843,-46.640144993882274
1317,são paulo,SP,-23.555490003427074,-46.63960017049807
1318,sao paulo,SP,-23.559531089868518,-46.64240494694391
1318,são paulo,SP,-23.55912692178206,-46.642442836559646
1319,sao paulo,SP,-23.551927969267965,-46.640819665948946
1319,são paulo,SP,-23.55169641158527,-46.64036119978553
1320,sao paulo,SP,-23.557985289246023,-46.639338797249515
1320,são paulo,SP,-23.55780997291245,-46.6393886892896
1321,sao paulo,SP,-23.56209817473394,-46.64188208285973
1321,são paulo,SP,-23.56234040545576,-46.64217208196552
1322,sao paulo,SP,-23.563181860854396,-46.64345799829046
1322,são paulo,SP,-23.56309323076381,-46.643441868077005
1323,sao paulo,SP,-23.565745085173514,-46.64148448375945
1323,são paulo,SP,-23.565669019770766,-46.64143736523851
1324,sao paulo,SP,-23.555503895711304,-46.643136146256886
1324,são paulo,SP,-23.554250867980453,-46.64319938669094
1325,sao paulo,SP,-23.55734489674363,-46.64445256255214
1325,são paulo,SP,-23.55775229753014,-46.64450452966705
1326,sao paulo,SP,-23.556324819188248,-46.645436334934885
1326,são paulo,SP,-23.55812406139419,-46.64546344058509
1327,sao paulo,SP,-23.56529897489316,-46.644903874660976
1327,são paulo,SP,-23.5641276893899,-46.64516082287643
1328,sao paulo,SP,-23.555984553313763,-46.64672909084469
1328,são paulo,SP,-23.556035676104454,-46.647142134312425
1329,sao paulo,SP,-23.5619193357776,-46.64729623335138
1329,são paulo,SP,-23.562493918056425,-46.64714674871961
1330,sao paulo,SP,-23.558932431152545,-46.64944616238784
1330,são paulo,SP,-23.559718549971407,-46.64954064811217
1331,sao paulo,SP,-23.562588715935764,-46.650023653863165
1331,são paulo,SP,-23.563123653955792,-46.64983288350548
1332,sao paulo,SP,-23.559590993547157,-46.65244628634691
1332,são paulo,SP,-23.559361954757932,-46.652501062422616
1333,sao paulo,SP,-23.566368469131923,-46.647583610209665
1333,são paulo,SP,-23.566803012624085,-46.64745299519665
1401,sao paulo,SP,-23.57567660784837,-46.658496930069326
1401,são paulo,SP,-23.57703202382031,-46.66013303828352
1402,sao paulo,SP,-23.574919646770233,-46.65754153521812
1402,são paulo,SP,-23.574243313729628,-46.65631235143853
1403,sao paulo,SP,-23.56878084181962,-46.65346176348284
1403,são paulo,SP,-23.568554258799548,-46.65300233430455
1404,sao paulo,SP,-23.568535197319502,-46.655769879005184
1404,são paulo,SP,-23.568617209576423,-46.6558592988199
1405,sao paulo,SP,-23.564610469710807,-46.6549949025102
1405,são paulo,SP,-23.56541070017838,-46.65574974614055
1406,sao paulo,SP,-23.575030965672234,-46.670801890517275
1406,são paulo,SP,-23.57383951879801,-46.66803749274514
1407,sao paulo,SP,-23.57613446850151,-46.671498056749996
1407,são paulo,SP,-23.575985413622607,-46.670798460892144
1408,sao paulo,SP,-23.56719647658643,-46.66089172824118
1408,são paulo,SP,-23.56646545026091,-46.66021488515331
1409,sao paulo,SP,-23.561200245522816,-46.658052233479815
1409,são paulo,SP,-23.56241628115387,-46.65903116218993
1410,sao paulo,SP,-23.562663762232248,-46.66076540862351
1410,são paulo,SP,-23.563457034824467,-46.66152157194388
1411,sao paulo,SP,-23.564387106896337,-46.664106455554275
1411,são paulo,SP,-23.563412431422833,-46.66377824232393
1412,sao paulo,SP,-23.563989734038344,-46.66637358068798
1412,são paulo,SP,-23.56291891525287,-46.665266958580965
1413,sao paulo,SP,-23.561803655897936,-46.66402330832219
1413,são paulo,SP,-23.561909426106503,-46.66412710633189
1414,sao paulo,SP,-23.559432551079226,-46.66329854487884
1414,são paulo,SP,-23.56035671345904,-46.66425643141698
1415,sao paulo,SP,-23.555931226315472,-46.66022124097412
1415,são paulo,SP,-23.556897195438566,-46.66167153174865
1416,sao paulo,SP,-23.560664951321527,-46.667580800199225
1416,são paulo,SP,-23.560887098960634,-46.66843667483216
1417,sao paulo,SP,-23.550874023985596,-46.63620688115913
1417,são paulo,SP,-23.56347520120118,-46.62115697296216
1418,sao paulo,SP,-23.564061764532408,-46.65532488915931
1418,são paulo,SP,-23.564266506207566,-46.655127277806756
1419,sao paulo,SP,-23.563436007799684,-46.656070613701395
1419,são paulo,SP,-23.56447452786564,-46.65488077395102
1420,sao paulo,SP,-23.56342256513648,-46.65792576759815
1420,são paulo,SP,-23.563512504115966,-46.65785807414
1421,sao paulo,SP,-23.563377086528032,-46.660088080916715
1421,são paulo,SP,-23.562901510332697,-46.66048904033059
1422,sao paulo,SP,-23.563726041780146,-46.661409734944804
1422,são paulo,SP,-23.56532351769632,-46.65953120708982
1423,sao paulo,SP,-23.569027251573797,-46.657418886479526
1423,são paulo,SP,-23.56968984748939,-46.65701850655874
1424,sao paulo,SP,-23.56815202582707,-46.66126946349232
1424,são paulo,SP,-23.567435959785435,-46.66210735118408
1425,sao paulo,SP,-23.5729314331872,-46.65918006449128
1425,são paulo,SP,-23.5727370200085,-46.65957791103327
1426,sao paulo,SP,-23.565964961175293,-46.665911846785356
1426,são paulo,SP,-23.56548570915565,-46.66646115718353
1427,sao paulo,SP,-23.57136874300825,-46.66364124314556
1427,são paulo,SP,-23.569610004117827,-46.66596125753695
1428,sao paulo,SP,-23.573938872860044,-46.66232632374679
1429,sao paulo,SP,-23.576684869553922,-46.66281267713404
1429,são paulo,SP,-23.575032592417372,-46.663292991805676
1430,sao paulo,SP,-23.609693575143496,-46.66697175788887
1430,são paulo,SP,-23.77999736158942,-46.650582814634156
1431,sao paulo,SP,-23.623962611636703,-46.66486939570921
1431,são paulo,SP,-23.57750279822837,-46.663553650297146
1432,sao paulo,SP,-23.576601836749457,-46.665650911393115
1432,são paulo,SP,-23.575867442774186,-46.666506842162505
1433,sao paulo,SP,-23.57832633380873,-46.66847939344999
1433,são paulo,SP,-23.578691377444205,-46.66800042474443
1434,sao paulo,SP,-23.57511834722108,-46.67194408292348
1434,são paulo,SP,-23.57169777997862,-46.6750856245888
1435,sao paulo,SP,-23.579228206501103,-46.670229819595626
1435,são paulo,SP,-23.579875167585158,-46.669876415264
1436,sao paulo,SP,-23.572338073524133,-46.6676870134601
1436,são paulo,SP,-23.57274866693841,-46.668742972942724
1437,sao paulo,SP,-23.571679725503508,-46.671244590484136
1437,são paulo,SP,-23.573064311125886,-46.6720207076
1438,sao paulo,SP,-23.56948104121129,-46.67221274040286
1438,são paulo,SP,-23.571094379026093,-46.672473433686946
1439,sao paulo,SP,-23.566406935439982,-46.67381215434074
1439,são paulo,SP,-23.56546735665641,-46.67188626187309
1440,sao paulo,SP,-23.568571288225176,-46.67855566342601
1440,são paulo,SP,-23.567218503898534,-46.67670566007384
1441,sao paulo,SP,-23.571758060985875,-46.685298953503384
1441,são paulo,SP,-23.568295560812256,-46.6805983832729
1442,sao paulo,SP,-23.565690780394707,-46.67757457088829
1442,são paulo,SP,-23.574090297064668,-46.687989413593755
1443,sao paulo,SP,-23.568383272548036,-46.68447162165581
1443,são paulo,SP,-23.567887826783668,-46.68462866891642
1444,sao paulo,SP,-23.573558018614268,-46.688392093523376
1444,são paulo,SP,-23.57202625388797,-46.68428268304572
1445,sao paulo,SP,-23.570807814507916,-46.68813864290816
1445,são paulo,SP,-23.573224587425717,-46.68739696870851
1446,sao paulo,SP,-23.575411652659323,-46.675093869023044
1446,são paulo,SP,-23.57610019622597,-46.67671396846905
1447,sao paulo,SP,-23.572564917817058,-46.678783847153994
1447,são paulo,SP,-23.573600412289448,-46.67925851916062
1448,sao paulo,SP,-23.5789932187021,-46.68038431460588
1448,são paulo,SP,-23.575864026258508,-46.67805759800007
1449,sao paulo,SP,-23.575793394703258,-46.67974282090472
1449,são paulo,SP,-23.577226139526633,-46.68068999199112
1450,sao paulo,SP,-23.576482975755653,-46.68519990652887
1450,são paulo,SP,-23.57633895748937,-46.68512829130841
1451,sao paulo,SP,-23.577519773496107,-46.68694290546442
1451,são paulo,SP,-23.576852830884505,-46.68731641673306
1452,sao paulo,SP,-23.57467378900262,-46.689149075612576
1452,são paulo,SP,-23.577964890152565,-46.686398221527305
1453,sao paulo,SP,-23.58405345722996,-46.68644662911267
1453,são paulo,SP,-23.584084360522258,-46.68605373103387
1454,sao paulo,SP,-23.582136831004334,-46.68642075026349
1454,são paulo,SP,-23.58316005869251,-46.68762233607976
1455,sao paulo,SP,-23.58065246961852,-46.69107831512923
1455,são paulo,SP,-23.58001920113328,-46.69135557909761
